Datetime,p_neg,p_neu,p_pos,p_comp,Close
2021-05-11 16:00:00,0.0351678719008264,0.8937339876033049,0.0710971074380164,0.0851432851239668,56214.549300344836
2021-05-11 16:30:00,0.0284302434456928,0.9039522471910114,0.0676109550561797,0.0935969101123594,56006.305339666666
2021-05-11 17:00:00,0.0321376232973227,0.8984114607797095,0.0694513856270549,0.0898627054955376,56170.172010344824
2021-05-11 17:30:00,0.0262041860465116,0.903828837209303,0.0699688372093023,0.108180930232558,56393.49257866668
2021-05-11 18:00:00,0.0306918269230769,0.9007706730769242,0.0685408653846152,0.0889472596153845,56458.498114482754
2021-05-11 18:30:00,0.0305794344473007,0.8978580976863756,0.071559383033419,0.0975177377892032,56492.292056666665
2021-05-11 19:00:00,0.0266180278884461,0.8949228087649403,0.0784621513944221,0.1230882470119524,56584.66931655173
2021-05-11 19:30:00,0.0351154025127964,0.897257328990231,0.0676258724988366,0.0698495579339229,56665.21966166667
2021-05-11 20:00:00,0.0301112229491695,0.8988610971313545,0.0710306995470559,0.0911426774031202,56682.50902448276
2021-05-11 20:30:00,0.0323097768331561,0.8970504782146654,0.0706344314558979,0.0993570138150903,56781.358073999996
2021-05-11 21:00:00,0.0282816471784443,0.9033197763091008,0.0684026436197254,0.0935967463141841,56745.247266333325
2021-05-11 21:30:00,0.0321560244308717,0.8960333148250984,0.0718089950027761,0.0958714047751247,56595.062631333334
2021-05-11 22:00:00,0.0410941747572815,0.8753373786407767,0.0835713592233008,0.090940485436893,56514.231641333325
2021-05-11 22:30:00,0.0285554945054944,0.8960741758241755,0.0753686813186813,0.1164798351648352,56500.03892827586
2021-05-11 23:00:00,0.0294292986425339,0.8993495475113124,0.0712256787330316,0.1079512443438913,56450.00651133333
2021-05-11 23:30:00,0.0276387775551102,0.902507014028056,0.0698496993987975,0.1071293587174348,56562.07487000001
2021-05-12 21:30:00,0.0311382488479262,0.900995391705069,0.0678617511520737,0.093536866359447,54527.249219000005
2021-05-12 22:00:00,0.0541570258349087,0.8755252678008735,0.0703184625078765,0.0410160680529303,53464.525391333336
2021-05-12 22:30:00,0.0565685924161207,0.87222195751439,0.0712098471312288,0.0377063232082589,52373.803475862085
2021-05-12 23:00:00,0.0517249380491101,0.8772694300518108,0.0710067582788919,0.0468651610723137,52483.87265699999
2021-05-12 23:30:00,0.0540323513062812,0.8742612562534663,0.0717058365758755,0.0475944302390216,51078.17434999999
2021-05-13 18:30:00,0.0483758290346352,0.8793021370670576,0.0723198231392777,0.0497697126013263,48191.201564
2021-05-13 19:00:00,0.0451374570446735,0.8846091065292121,0.0702515034364262,0.0590876932989692,48472.32273758621
2021-05-13 19:30:00,0.0478229311141932,0.8822131299121593,0.069960702727693,0.0516557096625059,49073.48854199998
2021-05-13 20:00:00,0.0474013078227173,0.8830903366432559,0.0695078711552434,0.0504800678130298,49001.66484433333
2021-05-13 20:30:00,0.0472185906351413,0.8865435790449714,0.0662348168752897,0.0438352109411219,49222.29349033333
2021-05-13 21:00:00,0.0531954641866535,0.872953662914013,0.0738449991842064,0.0485089737314408,49498.045573333344
2021-05-13 21:30:00,0.0494055437100214,0.8734494669509613,0.0771454157782517,0.0652186780383796,49573.35586
2021-05-13 22:00:00,0.0495506024096386,0.8824014457831327,0.0680407228915664,0.0384249156626507,49304.06380233333
2021-05-13 22:30:00,0.0532153239714215,0.8728302537570831,0.0739581177629958,0.049890465631929,49553.76018428572
2021-05-13 23:00:00,0.0509567617295308,0.8735965961361559,0.0754480220791169,0.0579031508739653,48936.235547000004
2021-05-13 23:30:00,0.0485992465269602,0.8768704968212859,0.0745333176359784,0.061960254297151,49412.166797666665
2021-05-14 06:00:00,0.0441770045385778,0.8864190620272313,0.0694099848714069,0.056293343419062,49365.64560896552
2021-05-14 06:30:00,0.0439391226499552,0.8887896150402869,0.0672658907788719,0.0521571172784242,49037.287761666674
2021-05-14 07:00:00,0.039655589123867,0.8956616314199396,0.064679003021148,0.0555146903323262,49647.085399655174
2021-05-14 07:30:00,0.0353419012647898,0.8981909424724598,0.0664594043247653,0.0732603427172581,50037.145442999994
2021-05-14 08:00:00,0.0422910481331533,0.889689158794422,0.0680184435447592,0.0591352226720645,50165.18346466667
2021-05-14 08:30:00,0.0389318497913768,0.8913361149745022,0.0697362076958739,0.0701421882243856,50272.75846399999
2021-05-14 09:00:00,0.0426072026800669,0.8958052763819084,0.0615866834170854,0.0440873534338356,50450.17382833335
2021-05-14 09:30:00,0.046203187250996,0.8913970783532539,0.0623979637007525,0.0387250553342186,50617.558594333335
2021-05-14 10:00:00,0.0402982885085574,0.8969873675631603,0.0627127139364303,0.0559684596577015,50372.26549566666
2021-05-14 10:30:00,0.0364633418584825,0.8980161977834614,0.0655153452685421,0.0652677749360614,50485.64231833333
2021-05-14 11:00:00,0.0378365267019975,0.901532816958828,0.0606286180187525,0.0548178964533224,50782.111126551725
2021-05-14 11:30:00,0.0376290255123379,0.8937323295692172,0.0686407360936847,0.0734941447093266,50599.584375333325
2021-05-14 12:00:00,0.0380309888579387,0.8919637883008352,0.0700059192200557,0.0749463091922005,50429.442447666675
2021-05-14 12:30:00,0.036316126735493,0.8916283374866508,0.0720516197935209,0.0871245995016023,50365.14674533333
2021-05-14 13:00:00,0.0373096600471221,0.8926482665769111,0.0700434197239986,0.0738998653651969,50258.78892896552
2021-05-14 13:30:00,0.0406032644903397,0.8883910726182555,0.0709980013324449,0.0688622918054631,50710.528126
2021-05-14 14:00:00,0.0403867768595041,0.8897388429752089,0.0698730578512397,0.0673611570247936,50715.75740827587
2021-05-14 14:30:00,0.0393468595624558,0.8943472124206064,0.0663091037402964,0.0649035285815102,50678.304818333345
2021-05-14 15:00:00,0.0393869441816461,0.8866326080100885,0.0739810785241248,0.0846157994323559,51281.43216233333
2021-05-14 15:30:00,0.0378201314424074,0.8909283984780354,0.0712490487720513,0.0803252853683848,51236.846354333335
2021-05-14 16:00:00,0.0385769927536231,0.8863007246376833,0.0751231884057972,0.0869590881642513,51173.63072966668
2021-05-14 16:30:00,0.042094455852156,0.884755646817248,0.0731540041067762,0.074658110882957,50926.60117266666
2021-05-14 17:00:00,0.0418063858695652,0.8891042798913046,0.0690808423913042,0.0674177649456524,50860.00431103448
2021-05-14 17:30:00,0.0374517412935323,0.8929475953565508,0.0695973466003316,0.0829559867330019,50683.490756000014
2021-05-14 18:00:00,0.0438341986846657,0.8905032883350689,0.065663205261336,0.0408075112495672,50623.645182333334
2021-05-14 18:30:00,0.0427537614678898,0.8865985321100915,0.0706422018348624,0.0678934311926606,50491.91692833335
2021-05-14 19:00:00,0.0377679168213887,0.8919918306721137,0.070240623839584,0.0783164129223915,50316.898047999995
2021-05-14 19:00:00,0.0389554774458113,0.889397188049209,0.0716461628588166,0.0797523725834797,50316.898047999995
2021-05-14 19:30:00,0.0404427412082957,0.8855211902614959,0.0740329125338143,0.0784103246167718,50257.92369866667
2021-05-14 19:30:00,0.0387983402489626,0.8888983402489626,0.0723004149377594,0.0796478423236515,50257.92369866667
2021-05-14 20:00:00,0.0396671732522796,0.8854008358662616,0.0749319908814589,0.0853119680851064,50203.985416999996
2021-05-14 20:00:00,0.0400036555645816,0.8851738424045498,0.0748225020308691,0.0851560113728676,50203.985416999996
2021-05-14 20:30:00,0.045746992481203,0.8815263157894747,0.0727244360902255,0.0724396616541353,49486.99192799998
2021-05-14 20:30:00,0.0466058041112454,0.8807376058041124,0.0726545747682385,0.0698871422813382,49486.99192799998
2021-05-14 21:00:00,0.0397542783338714,0.8814969325153376,0.0787520180820148,0.0876554084597999,49517.96511310345
2021-05-14 21:00:00,0.040482198409955,0.8812900103698583,0.0782315935015555,0.0841683719322503,49517.96511310345
2021-05-14 21:30:00,0.0383944055944055,0.8834360139860149,0.078163986013986,0.0916908041958042,49706.38294333334
2021-05-14 21:30:00,0.0387048307341194,0.8832396348421464,0.0780498288322555,0.0902239634842145,49706.38294333334
2021-05-14 22:00:00,0.0380217391304347,0.8894916996047414,0.0724861660079051,0.0808563241106719,49759.94248413792
2021-05-14 22:00:00,0.037521267361111,0.8905868055555549,0.0718919270833333,0.0794271701388888,49759.94248413792
2021-05-14 22:30:00,0.0379225521669341,0.8800746388443037,0.0820124398073839,0.106071910112359,49954.43143931036
2021-05-14 22:30:00,0.0379604268563805,0.8787452200978237,0.0833036905291243,0.1081441974210755,49954.43143931036
2021-05-14 23:00:00,0.0380779158699808,0.8746486615678775,0.0872767686424474,0.1123730401529638,49997.983204000004
2021-05-14 23:00:00,0.0371336633663366,0.8776419141914193,0.085229785478548,0.1118739273927394,49997.983204000004
2021-05-14 23:30:00,0.0378885218827415,0.8755875309661445,0.0865276630883566,0.1163002890173409,49978.98723966666
2021-05-14 23:30:00,0.0362727765726681,0.8775347071583525,0.0861952277657267,0.1151972342733186,49978.98723966666
2021-05-15 00:00:00,0.0381769524849808,0.8899459311851449,0.0718765701802293,0.0782403058438011,49949.260677666665
2021-05-15 00:30:00,0.0402946859903381,0.8847977053140103,0.074909420289855,0.0827060990338163,49531.630079
2021-05-15 01:00:00,0.0381565377532228,0.8957335788827501,0.0661080417434008,0.0658622467771637,49996.36276133333
2021-05-15 01:30:00,0.0382106299212598,0.8840958005249346,0.0776916010498687,0.0921748031496063,50357.436068
2021-05-15 02:00:00,0.0382437299035369,0.8833832797427653,0.0783665594855305,0.0977920257234727,50478.629311034485
2021-05-15 02:30:00,0.0411541582150101,0.8823482082488173,0.0764949290060851,0.082201081812035,50289.53580766665
2021-05-15 03:00:00,0.0502582908163262,0.8807844387755084,0.0689585459183673,0.0289128188775509,49924.156901333336
2021-05-15 03:30:00,0.0439469578783151,0.8863291731669269,0.0697262090483619,0.0620821372854913,49848.097266666664
2021-05-15 04:00:00,0.0364042386185243,0.8831350078492934,0.0804544740973312,0.1017938775510203,49730.40533866667
2021-05-15 04:30:00,0.0350560245587106,0.887415195702226,0.0775303146584803,0.1005259401381427,49588.50729333333
2021-05-15 05:00:00,0.0376586433260393,0.8901765134937994,0.0721641137855579,0.0800290299051786,49419.107489310336
2021-05-15 05:30:00,0.0420438917337234,0.8874250182882232,0.0705296269202633,0.0671019019751278,49528.159505
2021-05-15 06:00:00,0.0367269601100412,0.8987723521320491,0.0645048143053644,0.0691766162310865,49366.18333366667
2021-05-15 06:30:00,0.0359613402061855,0.901613402061856,0.0624284793814432,0.0622726159793813,49142.23424466667
2021-05-15 07:00:00,0.0372321792260692,0.8963182281059076,0.0664531568228105,0.0698563136456211,48822.06829241379
2021-05-15 07:30:00,0.0312401614530777,0.8984954591321901,0.0702613521695257,0.0898945509586278,48843.798047000004
2021-05-15 08:00:00,0.0349346478873239,0.8923459154929577,0.0727132394366197,0.0863698028169012,48537.416218620696
2021-05-15 08:30:00,0.0345568900126422,0.9000733249051837,0.0653603034134007,0.0710390012642224,48733.193229000004
2021-05-15 09:00:00,0.0403712676056337,0.884845070422534,0.0747870422535211,0.081023718309859,48967.171875333326
2021-05-15 09:30:00,0.0385754716981131,0.8846874999999996,0.0767411556603774,0.0893935731132075,48625.510548
2021-05-15 10:00:00,0.0337160243407707,0.9009589249492904,0.0653209939148072,0.0776570486815416,48227.45481766668
2021-05-15 10:30:00,0.0374116390816871,0.8943155365723435,0.0682765616657767,0.0756027229044312,48226.56106833333
2021-05-15 11:00:00,0.0335,0.902526119402985,0.0639734141791044,0.0711645055970149,48646.673568
2021-05-15 11:30:00,0.0372417085427135,0.8966959798994983,0.0660618090452261,0.0674126633165827,48733.465625
2021-05-15 12:00:00,0.0347888362295945,0.9020995260663504,0.0631137440758293,0.0600156398104263,48856.814583666666
2021-05-15 12:30:00,0.0334179462571977,0.8855714971209206,0.0810086372360845,0.1114357485604609,49187.15156333335
2021-05-15 13:00:00,0.0324430326132994,0.8965688267683181,0.0709826344769166,0.0901858534519274,49151.539714666644
2021-05-15 13:30:00,0.0366738366988586,0.8928415276558386,0.0704868305531167,0.077800790166813,49067.063150666676
2021-05-15 14:00:00,0.0319861890375485,0.8949331031506268,0.0730807078118255,0.0923971083297368,49164.09752633333
2021-05-15 14:30:00,0.0335561912545974,0.8900151205557814,0.0764286881896198,0.0965418880261545,49256.48476633334
2021-05-15 15:00:00,0.0325473155658555,0.8985056006179997,0.068948628814214,0.0833052143684821,49331.59114633334
2021-05-15 15:30:00,0.0309055280528052,0.8952281353135323,0.0738638613861386,0.1004546617161716,49063.70677166667
2021-05-15 16:00:00,0.0339874399704469,0.9005640930919845,0.065449205762837,0.0746782046545992,48415.33566827585
2021-05-15 16:30:00,0.0393850038850038,0.8898104118104124,0.0708069153069152,0.0736978632478633,47902.34658068965
2021-05-15 17:00:00,0.0408451804986974,0.8927863788611846,0.0663676963155934,0.0635779679940455,47683.62916699999
2021-05-15 17:30:00,0.0380851063829787,0.8885821716801191,0.0733327219369039,0.0814121423330889,48054.83567833333
2021-05-15 18:00:00,0.0371704453441295,0.8964279352226733,0.0664056680161943,0.0703419838056681,47858.51445333334
2021-05-15 18:30:00,0.0405748652011612,0.8909311489008722,0.0684981335545415,0.0629894234757361,47962.490495333324
2021-05-15 19:00:00,0.0402234931808183,0.8838161020677539,0.0759652441706995,0.0846852617685877,47574.870573
2021-05-15 19:30:00,0.0375571184995737,0.8872067348678605,0.0752391304347826,0.0855924126172209,47536.10898533333
2021-05-15 20:00:00,0.0346364829396325,0.8964028871391074,0.0689597550306212,0.0786001749781277,48324.599350000004
2021-05-15 20:30:00,0.0388674438687391,0.8842543177892926,0.0768855785837652,0.0889132556131261,48359.783074
2021-05-15 21:00:00,0.0318537714021286,0.8970856085145779,0.0710661730680239,0.0963068486811663,48392.49531233333
2021-05-15 21:30:00,0.0339512308406873,0.8975606130980025,0.0684904784022294,0.0805479795633999,48477.763152000014
2021-05-15 22:00:00,0.0343572088724584,0.8939722735674693,0.0716719038817005,0.0855783271719037,48514.59226827587
2021-05-15 22:30:00,0.0374152588555858,0.8858528610354227,0.0767340599455041,0.0928217438692099,48141.075835862066
2021-05-15 23:00:00,0.037229259589652,0.8825651204281904,0.0802065120428187,0.1002690008920606,47677.93086066666
2021-05-15 23:30:00,0.040917944785276,0.8807273773006157,0.078351610429448,0.0910809815950918,46995.94023466666
2021-05-16 08:00:00,0.0413045843045842,0.8799339549339543,0.0787668997668996,0.076049184149184,49006.057423
2021-05-16 08:30:00,0.037758034026465,0.8808771266540623,0.0813610586011342,0.0974198487712665,48888.31041733332
2021-05-16 09:00:00,0.0346263803680981,0.888087730061349,0.0772828220858895,0.097067852760736,49069.809505333345
2021-05-16 09:30:00,0.0366881249999999,0.8846406249999987,0.078675,0.1060994374999998,49285.06836100001
2021-05-16 10:00:00,0.0312781818181818,0.8955472727272719,0.0731757575757575,0.0940072727272727,49334.43817310346
2021-05-16 10:30:00,0.035521362586605,0.8939001154734402,0.070580831408776,0.0774957852193994,49487.03593833334
2021-05-16 11:00:00,0.0360580681183696,0.8968659966499161,0.0670748185371301,0.0666434394193187,49442.73909068965
2021-05-16 11:30:00,0.0318960451977401,0.8967881355932217,0.071322033898305,0.0921655367231637,49177.24739633333
2021-05-16 12:00:00,0.0358224251648909,0.8899705733130392,0.0742059868087266,0.0909279046169457,49078.57890633334
2021-05-16 12:30:00,0.0353992395437262,0.8940195545898965,0.0705795763172188,0.0762846279196089,48827.642709333326
2021-05-16 13:00:00,0.0376374407582938,0.8831094786729864,0.0792549763033175,0.0947331279620853,48664.39427133332
2021-05-16 13:30:00,0.0345750883392226,0.8844946996466444,0.0809284452296819,0.106507729681979,48825.638021666666
2021-05-16 14:00:00,0.0367800977343402,0.8863118613949362,0.0769013771657041,0.0958979564637939,48881.94557366668
2021-05-16 14:30:00,0.0382346556886227,0.8877604790419183,0.074004116766467,0.0866931886227546,48349.24440166668
2021-05-16 15:00:00,0.0379674489023467,0.8897687358062076,0.0722638152914459,0.0844506813020437,48095.94960933334
2021-05-16 15:30:00,0.0361729957805907,0.887991983122366,0.0758308016877637,0.0911010548523206,47964.21120689655
2021-05-16 16:00:00,0.0358624060150375,0.8926684210526321,0.0714706766917293,0.0862937218045113,47851.29999966666
2021-05-16 16:30:00,0.039080372250423,0.892182741116753,0.0687377326565143,0.0762087563451777,47319.063021
2021-05-16 17:00:00,0.0435883547731888,0.8856167907921462,0.0708002708192281,0.0660504739336492,46935.12369866668
2021-05-16 17:30:00,0.0568875031814711,0.8637676253499635,0.0793433443624333,0.0532189361160602,47043.35924172414
2021-05-16 18:00:00,0.0540422708282134,0.8659211108380429,0.0800415335463259,0.0604390513639715,46875.53372433335
2021-05-16 18:30:00,0.0604205994369928,0.865917204835236,0.0736592151018379,0.0334543964232489,46318.444141000014
2021-05-16 19:00:00,0.0628859325270527,0.86406416295353,0.0730535964353915,0.0272888860598346,45669.273437931035
2021-05-16 19:30:00,0.0629801280341424,0.8625944251800421,0.0744290477460657,0.0280245265404108,45542.98671900001
2021-05-16 20:00:00,0.0601422828427854,0.8653936826992099,0.074457286432161,0.0337827279253411,45542.020182666674
2021-05-16 20:30:00,0.0573822491886553,0.8710651897841102,0.0715521377169465,0.0338892479187245,44566.92278666667
2021-05-16 21:00:00,0.0595050272910083,0.8734686871588617,0.0670202528009193,0.0183020970985348,44478.153256333324
2021-05-16 21:30:00,0.0569035380507343,0.8699422563417861,0.0731485313751667,0.040072847129506,45091.404297333334
2021-05-16 22:00:00,0.056284675513543,0.873864570078165,0.0698538447554992,0.0342407744046537,45820.306121
2021-05-16 22:30:00,0.05636256660746,0.8744345026642983,0.069200488454707,0.0327754884547068,45698.44423586207
2021-05-16 23:00:00,0.0572279394644935,0.8677657741559958,0.0750006984866123,0.043654644935972,45698.82669266667
2021-05-16 23:30:00,0.0563758433079435,0.869924918389553,0.0736935799782371,0.0411542328618063,46030.22552166667
2021-05-17 08:00:00,0.0428523316062176,0.8889132124352328,0.0682344559585492,0.0573792746113989,45028.311458333344
2021-05-17 08:30:00,0.0436604381443298,0.8926394974226808,0.0637032860824742,0.0434870167525773,45328.611719333334
2021-05-17 09:00:00,0.0473055643879174,0.8931583465818771,0.0595437201907789,0.0266629252782192,45108.84119172415
2021-05-17 09:30:00,0.0455573216097394,0.8955769360838689,0.058861345958742,0.0269352045992559,45173.416488275856
2021-05-17 10:00:00,0.0549341073109507,0.880110134923126,0.064954502667085,0.0282494508942578,45242.17708433334
2021-05-17 10:30:00,0.0494944142993935,0.8841021385253699,0.066390041493776,0.0478124162144908,44942.88658900001
2021-05-17 11:00:00,0.0491054664289958,0.8827424242424232,0.0681464646464645,0.045865715983363,44867.590365333344
2021-05-17 11:30:00,0.0481516652903936,0.8820652353426898,0.0697811725846408,0.0476548582438756,45530.47617266667
2021-05-17 12:00:00,0.0399003145414952,0.8804718122429218,0.0796293249455603,0.0866260343576098,45481.51848966667
2021-05-17 12:30:00,0.0383508141762451,0.8812102490421457,0.0804410919540232,0.0923447318007664,44982.16471300001
2021-05-17 13:00:00,0.0379228381374722,0.8736913525498895,0.0883873614190688,0.1088259423503327,44831.436245357145
2021-05-17 13:30:00,0.0391459346768588,0.8737658095899917,0.0870866342367387,0.0992819087329164,44858.50052133333
2021-05-17 14:00:00,0.0397627997407647,0.8802423849643551,0.0799963275005403,0.0838735364009505,44449.15885400001
2021-05-17 14:30:00,0.038801267541874,0.87813196016297,0.0830665459483931,0.0993284517881395,44315.628256
2021-05-17 15:00:00,0.043707146087743,0.8751268656716433,0.0809396200814112,0.0805767073722298,44152.50286466667
2021-05-17 15:30:00,0.0430090800477896,0.8739087216248482,0.0830788530465952,0.0933135483870969,43610.348828666676
2021-05-17 16:00:00,0.0436161956980177,0.8789715309995789,0.0774105862505274,0.0718184521299032,43292.459456896555
2021-05-17 16:30:00,0.0436586040082929,0.8766611379866389,0.0796774936650541,0.0799107809260542,43038.62851566667
2021-05-17 17:00:00,0.0453235782482357,0.8818748443337495,0.0728065587380655,0.0590665213781653,42483.91966266667
2021-05-17 17:30:00,0.0453644938168099,0.8791683085307047,0.0754699224481242,0.071129364913016,42834.80338533334
2021-05-17 18:00:00,0.0445542652970075,0.8850140687807045,0.0704316659222867,0.0568836980794999,43037.50078200002
2021-05-17 18:30:00,0.0408144433299899,0.887843530591775,0.0713477933801405,0.0712150200601807,43431.62031333334
2021-05-17 19:00:00,0.039108302354399,0.8929276332094181,0.067965551425031,0.0681089219330857,43961.971224666675
2021-05-17 19:30:00,0.0446185206755969,0.8869784507862559,0.068401281304601,0.0528815375655212,44115.66432366667
2021-05-17 20:00:00,0.0371317086527929,0.8876481380065707,0.0752193318729465,0.0808978641840089,44238.721355333335
2021-05-17 20:30:00,0.0374864031398934,0.8898539388842164,0.0726616204093076,0.071256153630502,44640.36002700001
2021-05-17 21:00:00,0.0417516205067766,0.8932307012374809,0.0650126694166175,0.0486144077784326,44452.848734827574
2021-05-17 21:30:00,0.0420120678408349,0.8899246575342482,0.0680619699934768,0.0624268754076973,43874.822004666676
2021-05-17 22:00:00,0.0447006045179764,0.8866484250715885,0.0686493795736556,0.0521383709831373,43903.36744833333
2021-05-17 22:30:00,0.044030072463768,0.8808101449275364,0.0751605072463767,0.0729042028985508,43093.16433344829
